==========================================
SLURM_JOB_ID = 8002737
SLURM_JOB_NODELIST = a04-06
TMPDIR = /tmp/SLURM_8002737
==========================================
/home1/dpwani/.conda/envs/dipak-vqa-2/lib/python3.10/site-packages/torch/utils/data/dataloader.py:487: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
/home1/dpwani/.conda/envs/dipak-vqa-2/lib/python3.10/site-packages/torch/optim/lr_scheduler.py:131: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn("Detected call of `lr_scheduler.step()` before `optimizer.step()`. "
| TRAIN SET | Epoch [20/30], Step [0000/1733], Loss: 1.6750
| VALID SET | Epoch [20/30], Step [0181/0837], Loss: 2.0356
| VALID SET | Epoch [20/30], Step [0182/0837], Loss: 1.8518
| VALID SET | Epoch [20/30], Step [0183/0837], Loss: 1.8309
| VALID SET | Epoch [20/30], Step [0184/0837], Loss: 1.9413
| VALID SET | Epoch [20/30], Step [0185/0837], Loss: 2.0764
| VALID SET | Epoch [20/30], Step [0186/0837], Loss: 1.8450
| VALID SET | Epoch [20/30], Step [0187/0837], Loss: 1.9609
| VALID SET | Epoch [20/30], Step [0188/0837], Loss: 2.0359
| VALID SET | Epoch [20/30], Step [0189/0837], Loss: 2.1049
| VALID SET | Epoch [20/30], Step [0190/0837], Loss: 1.6450
| VALID SET | Epoch [20/30], Step [0191/0837], Loss: 2.1569
| VALID SET | Epoch [20/30], Step [0192/0837], Loss: 1.8543
| VALID SET | Epoch [20/30], Step [0193/0837], Loss: 1.9915
| VALID SET | Epoch [20/30], Step [0194/0837], Loss: 2.0145
| VALID SET | Epoch [20/30], Step [0195/0837], Loss: 1.8131
| VALID SET | Epoch [20/30], Step [0196/0837], Loss: 2.1951
| VALID SET | Epoch [20/30], Step [0197/0837], Loss: 2.1417
| VALID SET | Epoch [20/30], Step [0198/0837], Loss: 1.7320
| VALID SET | Epoch [20/30], Step [0199/0837], Loss: 1.9708
| VALID SET | Epoch [20/30], Step [0200/0837], Loss: 2.1354
| VALID SET | Epoch [20/30], Step [0201/0837], Loss: 1.8511
| VALID SET | Epoch [20/30], Step [0202/0837], Loss: 1.8659
| VALID SET | Epoch [20/30], Step [0203/0837], Loss: 1.9976
| VALID SET | Epoch [20/30], Step [0204/0837], Loss: 1.9728
| VALID SET | Epoch [20/30], Step [0205/0837], Loss: 1.7791
| VALID SET | Epoch [20/30], Step [0206/0837], Loss: 1.8345
| VALID SET | Epoch [20/30], Step [0207/0837], Loss: 2.0064
| VALID SET | Epoch [20/30], Step [0208/0837], Loss: 1.9294
| VALID SET | Epoch [20/30], Step [0209/0837], Loss: 2.2323
| VALID SET | Epoch [20/30], Step [0210/0837], Loss: 1.9459
| VALID SET | Epoch [20/30], Step [0211/0837], Loss: 2.1867
| VALID SET | Epoch [20/30], Step [0212/0837], Loss: 2.0503
| VALID SET | Epoch [20/30], Step [0213/0837], Loss: 1.7790
| VALID SET | Epoch [20/30], Step [0214/0837], Loss: 1.9407
| VALID SET | Epoch [20/30], Step [0215/0837], Loss: 1.9858
| VALID SET | Epoch [20/30], Step [0216/0837], Loss: 1.8363
| VALID SET | Epoch [20/30], Step [0217/0837], Loss: 2.0433
| VALID SET | Epoch [20/30], Step [0218/0837], Loss: 2.0410
| VALID SET | Epoch [20/30], Step [0219/0837], Loss: 1.7490
| VALID SET | Epoch [20/30], Step [0220/0837], Loss: 2.1209
| VALID SET | Epoch [20/30], Step [0221/0837], Loss: 1.9881
| VALID SET | Epoch [20/30], Step [0222/0837], Loss: 1.9769
| VALID SET | Epoch [20/30], Step [0223/0837], Loss: 1.6845
| VALID SET | Epoch [20/30], Step [0224/0837], Loss: 1.8361
| VALID SET | Epoch [20/30], Step [0225/0837], Loss: 1.9351
| VALID SET | Epoch [20/30], Step [0226/0837], Loss: 1.9616
| VALID SET | Epoch [20/30], Step [0227/0837], Loss: 1.9580
| VALID SET | Epoch [20/30], Step [0228/0837], Loss: 1.9136
| VALID SET | Epoch [20/30], Step [0229/0837], Loss: 1.9381
| VALID SET | Epoch [20/30], Step [0230/0837], Loss: 1.9800
| VALID SET | Epoch [20/30], Step [0231/0837], Loss: 2.0754
| VALID SET | Epoch [20/30], Step [0232/0837], Loss: 1.9185
| VALID SET | Epoch [20/30], Step [0233/0837], Loss: 1.8237
| VALID SET | Epoch [20/30], Step [0234/0837], Loss: 1.8194
| VALID SET | Epoch [20/30], Step [0235/0837], Loss: 2.0862
| VALID SET | Epoch [20/30], Step [0236/0837], Loss: 1.8920
| VALID SET | Epoch [20/30], Step [0237/0837], Loss: 1.7424
| VALID SET | Epoch [20/30], Step [0238/0837], Loss: 2.1074
| VALID SET | Epoch [20/30], Step [0239/0837], Loss: 1.7844
| VALID SET | Epoch [20/30], Step [0240/0837], Loss: 1.8953
| VALID SET | Epoch [20/30], Step [0241/0837], Loss: 2.0983
| VALID SET | Epoch [20/30], Step [0242/0837], Loss: 2.0854
| VALID SET | Epoch [20/30], Step [0243/0837], Loss: 1.9188
| VALID SET | Epoch [20/30], Step [0244/0837], Loss: 2.0367
| VALID SET | Epoch [20/30], Step [0245/0837], Loss: 1.9056
| VALID SET | Epoch [20/30], Step [0246/0837], Loss: 1.8054
| VALID SET | Epoch [20/30], Step [0247/0837], Loss: 1.9119
| VALID SET | Epoch [20/30], Step [0248/0837], Loss: 2.0228
| VALID SET | Epoch [20/30], Step [0249/0837], Loss: 1.8910
| VALID SET | Epoch [20/30], Step [0250/0837], Loss: 1.9454
| VALID SET | Epoch [20/30], Step [0251/0837], Loss: 1.9030
| VALID SET | Epoch [20/30], Step [0252/0837], Loss: 1.7348
| VALID SET | Epoch [20/30], Step [0253/0837], Loss: 2.0231
| VALID SET | Epoch [20/30], Step [0254/0837], Loss: 1.9911
| VALID SET | Epoch [20/30], Step [0255/0837], Loss: 2.0805
| VALID SET | Epoch [20/30], Step [0256/0837], Loss: 1.9077
| VALID SET | Epoch [20/30], Step [0257/0837], Loss: 1.8242
| VALID SET | Epoch [20/30], Step [0258/0837], Loss: 1.7209
| VALID SET | Epoch [20/30], Step [0259/0837], Loss: 2.0459
| VALID SET | Epoch [20/30], Step [0260/0837], Loss: 1.9716
| VALID SET | Epoch [20/30], Step [0261/0837], Loss: 2.0786
| VALID SET | Epoch [20/30], Step [0262/0837], Loss: 1.9211
| VALID SET | Epoch [20/30], Step [0263/0837], Loss: 1.9062
| VALID SET | Epoch [20/30], Step [0264/0837], Loss: 1.8709
| VALID SET | Epoch [20/30], Step [0265/0837], Loss: 1.9390
| VALID SET | Epoch [20/30], Step [0266/0837], Loss: 1.9362
| VALID SET | Epoch [20/30], Step [0267/0837], Loss: 1.8062
| VALID SET | Epoch [20/30], Step [0268/0837], Loss: 2.0108
| VALID SET | Epoch [20/30], Step [0269/0837], Loss: 1.8806
| VALID SET | Epoch [20/30], Step [0270/0837], Loss: 2.1504
| VALID SET | Epoch [20/30], Step [0271/0837], Loss: 1.9025
| VALID SET | Epoch [20/30], Step [0272/0837], Loss: 2.0164
| VALID SET | Epoch [20/30], Step [0273/0837], Loss: 1.9031
| VALID SET | Epoch [20/30], Step [0274/0837], Loss: 1.9192
| VALID SET | Epoch [20/30], Step [0275/0837], Loss: 1.9581
| VALID SET | Epoch [20/30], Step [0276/0837], Loss: 1.8381
| VALID SET | Epoch [20/30], Step [0277/0837], Loss: 1.9077
| VALID SET | Epoch [20/30], Step [0278/0837], Loss: 1.9062
| VALID SET | Epoch [20/30], Step [0279/0837], Loss: 2.1956
| VALID SET | Epoch [20/30], Step [0280/0837], Loss: 2.0022
| VALID SET | Epoch [20/30], Step [0281/0837], Loss: 2.1700
| VALID SET | Epoch [20/30], Step [0282/0837], Loss: 2.0065
| VALID SET | Epoch [20/30], Step [0283/0837], Loss: 2.0235
| VALID SET | Epoch [20/30], Step [0284/0837], Loss: 2.0438
| VALID SET | Epoch [20/30], Step [0285/0837], Loss: 1.8623
| VALID SET | Epoch [20/30], Step [0286/0837], Loss: 1.8592
| VALID SET | Epoch [20/30], Step [0287/0837], Loss: 2.0243
| VALID SET | Epoch [20/30], Step [0288/0837], Loss: 2.0996
| VALID SET | Epoch [20/30], Step [0289/0837], Loss: 1.8214
| VALID SET | Epoch [20/30], Step [0290/0837], Loss: 1.7882
| VALID SET | Epoch [20/30], Step [0291/0837], Loss: 1.9498
| VALID SET | Epoch [20/30], Step [0292/0837], Loss: 1.8348
| VALID SET | Epoch [20/30], Step [0293/0837], Loss: 1.9948
| VALID SET | Epoch [20/30], Step [0294/0837], Loss: 1.8110
| VALID SET | Epoch [20/30], Step [0295/0837], Loss: 1.6666
| VALID SET | Epoch [20/30], Step [0296/0837], Loss: 1.9888
| VALID SET | Epoch [20/30], Step [0297/0837], Loss: 1.8280
| VALID SET | Epoch [20/30], Step [0298/0837], Loss: 1.8468
| VALID SET | Epoch [20/30], Step [0299/0837], Loss: 1.8613
| VALID SET | Epoch [20/30], Step [0300/0837], Loss: 1.9482
| VALID SET | Epoch [20/30], Step [0301/0837], Loss: 2.1603
| VALID SET | Epoch [20/30], Step [0302/0837], Loss: 2.0469
| VALID SET | Epoch [20/30], Step [0303/0837], Loss: 2.1216
| VALID SET | Epoch [20/30], Step [0304/0837], Loss: 1.8310
| VALID SET | Epoch [20/30], Step [0305/0837], Loss: 1.7938
| VALID SET | Epoch [20/30], Step [0306/0837], Loss: 1.9745
| VALID SET | Epoch [20/30], Step [0307/0837], Loss: 1.8724
| VALID SET | Epoch [20/30], Step [0308/0837], Loss: 1.9222
| VALID SET | Epoch [20/30], Step [0309/0837], Loss: 1.9692
| VALID SET | Epoch [20/30], Step [0310/0837], Loss: 1.9039
| VALID SET | Epoch [20/30], Step [0311/0837], Loss: 2.0973
| VALID SET | Epoch [20/30], Step [0312/0837], Loss: 1.7900
| VALID SET | Epoch [20/30], Step [0313/0837], Loss: 1.9693
| VALID SET | Epoch [20/30], Step [0314/0837], Loss: 2.2235
| VALID SET | Epoch [20/30], Step [0315/0837], Loss: 2.0566
| VALID SET | Epoch [20/30], Step [0316/0837], Loss: 1.9645
| VALID SET | Epoch [20/30], Step [0317/0837], Loss: 2.0779
| VALID SET | Epoch [20/30], Step [0318/0837], Loss: 1.9891
| VALID SET | Epoch [20/30], Step [0319/0837], Loss: 2.0369
| VALID SET | Epoch [20/30], Step [0320/0837], Loss: 1.9953
| VALID SET | Epoch [20/30], Step [0321/0837], Loss: 1.8428
| VALID SET | Epoch [20/30], Step [0322/0837], Loss: 1.6187
| VALID SET | Epoch [20/30], Step [0323/0837], Loss: 1.9167
| VALID SET | Epoch [20/30], Step [0324/0837], Loss: 2.0211
| VALID SET | Epoch [20/30], Step [0325/0837], Loss: 1.9259
| VALID SET | Epoch [20/30], Step [0326/0837], Loss: 1.9694
| VALID SET | Epoch [20/30], Step [0327/0837], Loss: 1.8340
| VALID SET | Epoch [20/30], Step [0328/0837], Loss: 1.9734
| VALID SET | Epoch [20/30], Step [0329/0837], Loss: 1.9035
| VALID SET | Epoch [20/30], Step [0330/0837], Loss: 1.7387
| VALID SET | Epoch [20/30], Step [0331/0837], Loss: 1.8242
| VALID SET | Epoch [20/30], Step [0332/0837], Loss: 1.9507
| VALID SET | Epoch [20/30], Step [0333/0837], Loss: 1.7085
| VALID SET | Epoch [20/30], Step [0334/0837], Loss: 1.9553
| VALID SET | Epoch [20/30], Step [0335/0837], Loss: 1.9133
| VALID SET | Epoch [20/30], Step [0336/0837], Loss: 1.8618
| VALID SET | Epoch [20/30], Step [0337/0837], Loss: 1.9641
| VALID SET | Epoch [20/30], Step [0338/0837], Loss: 1.8548
| VALID SET | Epoch [20/30], Step [0339/0837], Loss: 1.8413
| VALID SET | Epoch [20/30], Step [0340/0837], Loss: 2.1325
| VALID SET | Epoch [20/30], Step [0341/0837], Loss: 2.0175
| VALID SET | Epoch [20/30], Step [0342/0837], Loss: 1.9716
| VALID SET | Epoch [20/30], Step [0343/0837], Loss: 2.0329
| VALID SET | Epoch [20/30], Step [0344/0837], Loss: 1.6956
| VALID SET | Epoch [20/30], Step [0345/0837], Loss: 1.8462
| VALID SET | Epoch [20/30], Step [0346/0837], Loss: 1.8743
| VALID SET | Epoch [20/30], Step [0347/0837], Loss: 1.7824
| VALID SET | Epoch [20/30], Step [0348/0837], Loss: 2.0824
| VALID SET | Epoch [20/30], Step [0349/0837], Loss: 1.8045
| VALID SET | Epoch [20/30], Step [0350/0837], Loss: 1.9854
| VALID SET | Epoch [20/30], Step [0351/0837], Loss: 1.8737
| VALID SET | Epoch [20/30], Step [0352/0837], Loss: 2.1742
| VALID SET | Epoch [20/30], Step [0353/0837], Loss: 1.7964
| VALID SET | Epoch [20/30], Step [0354/0837], Loss: 1.9805
| VALID SET | Epoch [20/30], Step [0355/0837], Loss: 2.0673
| VALID SET | Epoch [20/30], Step [0356/0837], Loss: 2.0316
| VALID SET | Epoch [20/30], Step [0357/0837], Loss: 1.9715
| VALID SET | Epoch [20/30], Step [0358/0837], Loss: 2.0602
| VALID SET | Epoch [20/30], Step [0359/0837], Loss: 2.0092
| VALID SET | Epoch [20/30], Step [0360/0837], Loss: 1.9028
| VALID SET | Epoch [20/30], Step [0361/0837], Loss: 1.6792
| VALID SET | Epoch [20/30], Step [0362/0837], Loss: 1.9783
| VALID SET | Epoch [20/30], Step [0363/0837], Loss: 1.8868
| VALID SET | Epoch [20/30], Step [0364/0837], Loss: 1.9438
| VALID SET | Epoch [20/30], Step [0365/0837], Loss: 1.7170
| VALID SET | Epoch [20/30], Step [0366/0837], Loss: 1.6454
| VALID SET | Epoch [20/30], Step [0367/0837], Loss: 1.8534
| VALID SET | Epoch [20/30], Step [0368/0837], Loss: 1.9253
| VALID SET | Epoch [20/30], Step [0369/0837], Loss: 1.8432
| VALID SET | Epoch [20/30], Step [0370/0837], Loss: 1.9933
| VALID SET | Epoch [20/30], Step [0371/0837], Loss: 2.0046
| VALID SET | Epoch [20/30], Step [0372/0837], Loss: 2.0407
| VALID SET | Epoch [20/30], Step [0373/0837], Loss: 1.9220
| VALID SET | Epoch [20/30], Step [0374/0837], Loss: 1.9583
| VALID SET | Epoch [20/30], Step [0375/0837], Loss: 1.6849
| VALID SET | Epoch [20/30], Step [0376/0837], Loss: 2.0786
| VALID SET | Epoch [20/30], Step [0377/0837], Loss: 2.1232
| VALID SET | Epoch [20/30], Step [0378/0837], Loss: 1.7425
| VALID SET | Epoch [20/30], Step [0379/0837], Loss: 1.9406
| VALID SET | Epoch [20/30], Step [0380/0837], Loss: 2.1154
| VALID SET | Epoch [20/30], Step [0381/0837], Loss: 1.9664
| VALID SET | Epoch [20/30], Step [0382/0837], Loss: 1.7779
| VALID SET | Epoch [20/30], Step [0383/0837], Loss: 1.8767
| VALID SET | Epoch [20/30], Step [0384/0837], Loss: 1.6738
| VALID SET | Epoch [20/30], Step [0385/0837], Loss: 2.0363
| VALID SET | Epoch [20/30], Step [0386/0837], Loss: 1.7652
| VALID SET | Epoch [20/30], Step [0387/0837], Loss: 1.9712
| VALID SET | Epoch [20/30], Step [0388/0837], Loss: 1.8301
| VALID SET | Epoch [20/30], Step [0389/0837], Loss: 1.9199
| VALID SET | Epoch [20/30], Step [0390/0837], Loss: 1.8295
| VALID SET | Epoch [20/30], Step [0391/0837], Loss: 1.7308
| VALID SET | Epoch [20/30], Step [0392/0837], Loss: 1.8512
| VALID SET | Epoch [20/30], Step [0393/0837], Loss: 1.9863
| VALID SET | Epoch [20/30], Step [0394/0837], Loss: 1.8457
| VALID SET | Epoch [20/30], Step [0395/0837], Loss: 2.2238
| VALID SET | Epoch [20/30], Step [0396/0837], Loss: 2.0577
| VALID SET | Epoch [20/30], Step [0397/0837], Loss: 2.0235
| VALID SET | Epoch [20/30], Step [0398/0837], Loss: 1.8124
| VALID SET | Epoch [20/30], Step [0399/0837], Loss: 1.8482
| VALID SET | Epoch [20/30], Step [0400/0837], Loss: 1.7467
| VALID SET | Epoch [20/30], Step [0401/0837], Loss: 2.1298
| VALID SET | Epoch [20/30], Step [0402/0837], Loss: 1.8445
| VALID SET | Epoch [20/30], Step [0403/0837], Loss: 2.0256
| VALID SET | Epoch [20/30], Step [0404/0837], Loss: 2.1877
| VALID SET | Epoch [20/30], Step [0405/0837], Loss: 2.1409
| VALID SET | Epoch [20/30], Step [0406/0837], Loss: 1.7387
| VALID SET | Epoch [20/30], Step [0407/0837], Loss: 1.7546
| VALID SET | Epoch [20/30], Step [0408/0837], Loss: 2.2527
| VALID SET | Epoch [20/30], Step [0409/0837], Loss: 2.0038
| VALID SET | Epoch [20/30], Step [0410/0837], Loss: 2.0813
| VALID SET | Epoch [20/30], Step [0411/0837], Loss: 1.9402
| VALID SET | Epoch [20/30], Step [0412/0837], Loss: 1.8785
| VALID SET | Epoch [20/30], Step [0413/0837], Loss: 1.7125
| VALID SET | Epoch [20/30], Step [0414/0837], Loss: 2.0565
| VALID SET | Epoch [20/30], Step [0415/0837], Loss: 1.9277
| VALID SET | Epoch [20/30], Step [0416/0837], Loss: 1.9922
| VALID SET | Epoch [20/30], Step [0417/0837], Loss: 1.8687
| VALID SET | Epoch [20/30], Step [0418/0837], Loss: 1.9382
| VALID SET | Epoch [20/30], Step [0419/0837], Loss: 1.9102
| VALID SET | Epoch [20/30], Step [0420/0837], Loss: 1.7985
| VALID SET | Epoch [20/30], Step [0421/0837], Loss: 1.8354
| VALID SET | Epoch [20/30], Step [0422/0837], Loss: 2.0578
| VALID SET | Epoch [20/30], Step [0423/0837], Loss: 2.0420
| VALID SET | Epoch [20/30], Step [0424/0837], Loss: 1.9361
| VALID SET | Epoch [20/30], Step [0425/0837], Loss: 1.8999
| VALID SET | Epoch [20/30], Step [0426/0837], Loss: 2.0998
| VALID SET | Epoch [20/30], Step [0427/0837], Loss: 1.6025
| VALID SET | Epoch [20/30], Step [0428/0837], Loss: 1.8014
| VALID SET | Epoch [20/30], Step [0429/0837], Loss: 2.2730
| VALID SET | Epoch [20/30], Step [0430/0837], Loss: 1.9943
| VALID SET | Epoch [20/30], Step [0431/0837], Loss: 2.0015
| VALID SET | Epoch [20/30], Step [0432/0837], Loss: 2.1036
| VALID SET | Epoch [20/30], Step [0433/0837], Loss: 1.8135
| VALID SET | Epoch [20/30], Step [0434/0837], Loss: 1.9601
| VALID SET | Epoch [20/30], Step [0435/0837], Loss: 2.0978
| VALID SET | Epoch [20/30], Step [0436/0837], Loss: 1.8052
| VALID SET | Epoch [20/30], Step [0437/0837], Loss: 1.8646
| VALID SET | Epoch [20/30], Step [0438/0837], Loss: 2.3150
| VALID SET | Epoch [20/30], Step [0439/0837], Loss: 1.7656
| VALID SET | Epoch [20/30], Step [0440/0837], Loss: 2.0118
| VALID SET | Epoch [20/30], Step [0441/0837], Loss: 1.8168
| VALID SET | Epoch [20/30], Step [0442/0837], Loss: 1.9553
| VALID SET | Epoch [20/30], Step [0443/0837], Loss: 1.8984
| VALID SET | Epoch [20/30], Step [0444/0837], Loss: 2.1610
| VALID SET | Epoch [20/30], Step [0445/0837], Loss: 1.9082
| VALID SET | Epoch [20/30], Step [0446/0837], Loss: 2.0142
| VALID SET | Epoch [20/30], Step [0447/0837], Loss: 2.0918
| VALID SET | Epoch [20/30], Step [0448/0837], Loss: 1.8861
| VALID SET | Epoch [20/30], Step [0449/0837], Loss: 1.8278
| VALID SET | Epoch [20/30], Step [0450/0837], Loss: 2.1007
| VALID SET | Epoch [20/30], Step [0451/0837], Loss: 1.8490
| VALID SET | Epoch [20/30], Step [0452/0837], Loss: 1.7751
| VALID SET | Epoch [20/30], Step [0453/0837], Loss: 2.1149
| VALID SET | Epoch [20/30], Step [0454/0837], Loss: 1.8616
| VALID SET | Epoch [20/30], Step [0455/0837], Loss: 2.0720
| VALID SET | Epoch [20/30], Step [0456/0837], Loss: 1.9512
| VALID SET | Epoch [20/30], Step [0457/0837], Loss: 1.8015
| VALID SET | Epoch [20/30], Step [0458/0837], Loss: 1.8105
| VALID SET | Epoch [20/30], Step [0459/0837], Loss: 1.9979
| VALID SET | Epoch [20/30], Step [0460/0837], Loss: 1.9749
| VALID SET | Epoch [20/30], Step [0461/0837], Loss: 1.7787
| VALID SET | Epoch [20/30], Step [0462/0837], Loss: 1.8686
| VALID SET | Epoch [20/30], Step [0463/0837], Loss: 1.9040
| VALID SET | Epoch [20/30], Step [0464/0837], Loss: 1.6342
| VALID SET | Epoch [20/30], Step [0465/0837], Loss: 2.0120
| VALID SET | Epoch [20/30], Step [0466/0837], Loss: 1.9800
| VALID SET | Epoch [20/30], Step [0467/0837], Loss: 1.7722
| VALID SET | Epoch [20/30], Step [0468/0837], Loss: 2.0939
| VALID SET | Epoch [20/30], Step [0469/0837], Loss: 1.7852
| VALID SET | Epoch [20/30], Step [0470/0837], Loss: 1.8733
| VALID SET | Epoch [20/30], Step [0471/0837], Loss: 1.9317
| VALID SET | Epoch [20/30], Step [0472/0837], Loss: 2.0166
| VALID SET | Epoch [20/30], Step [0473/0837], Loss: 2.0547
| VALID SET | Epoch [20/30], Step [0474/0837], Loss: 1.7708
| VALID SET | Epoch [20/30], Step [0475/0837], Loss: 1.8102
| VALID SET | Epoch [20/30], Step [0476/0837], Loss: 1.9407
| VALID SET | Epoch [20/30], Step [0477/0837], Loss: 1.7622
| VALID SET | Epoch [20/30], Step [0478/0837], Loss: 2.0183
| VALID SET | Epoch [20/30], Step [0479/0837], Loss: 1.9554
| VALID SET | Epoch [20/30], Step [0480/0837], Loss: 1.7499
| VALID SET | Epoch [20/30], Step [0481/0837], Loss: 2.0881
| VALID SET | Epoch [20/30], Step [0482/0837], Loss: 1.9949
| VALID SET | Epoch [20/30], Step [0483/0837], Loss: 2.1216
| VALID SET | Epoch [20/30], Step [0484/0837], Loss: 1.9481
| VALID SET | Epoch [20/30], Step [0485/0837], Loss: 1.8836
| VALID SET | Epoch [20/30], Step [0486/0837], Loss: 2.0519
| VALID SET | Epoch [20/30], Step [0487/0837], Loss: 1.9515
| VALID SET | Epoch [20/30], Step [0488/0837], Loss: 2.1683
| VALID SET | Epoch [20/30], Step [0489/0837], Loss: 1.7386
| VALID SET | Epoch [20/30], Step [0490/0837], Loss: 1.8232
| VALID SET | Epoch [20/30], Step [0491/0837], Loss: 2.0747
| VALID SET | Epoch [20/30], Step [0492/0837], Loss: 2.1990
| VALID SET | Epoch [20/30], Step [0493/0837], Loss: 1.8885
| VALID SET | Epoch [20/30], Step [0494/0837], Loss: 1.9760
| VALID SET | Epoch [20/30], Step [0495/0837], Loss: 1.9950
| VALID SET | Epoch [20/30], Step [0496/0837], Loss: 1.9917
| VALID SET | Epoch [20/30], Step [0497/0837], Loss: 1.9894
| VALID SET | Epoch [20/30], Step [0498/0837], Loss: 2.0977
| VALID SET | Epoch [20/30], Step [0499/0837], Loss: 1.9262
| VALID SET | Epoch [20/30], Step [0500/0837], Loss: 1.9422
| VALID SET | Epoch [20/30], Step [0501/0837], Loss: 1.9210
| VALID SET | Epoch [20/30], Step [0502/0837], Loss: 1.9498
| VALID SET | Epoch [20/30], Step [0503/0837], Loss: 1.9748
| VALID SET | Epoch [20/30], Step [0504/0837], Loss: 2.1510
| VALID SET | Epoch [20/30], Step [0505/0837], Loss: 1.9200
| VALID SET | Epoch [20/30], Step [0506/0837], Loss: 2.0732
| VALID SET | Epoch [20/30], Step [0507/0837], Loss: 1.8054
| VALID SET | Epoch [20/30], Step [0508/0837], Loss: 1.8231
| VALID SET | Epoch [20/30], Step [0509/0837], Loss: 1.9640
| VALID SET | Epoch [20/30], Step [0510/0837], Loss: 1.8388
| VALID SET | Epoch [20/30], Step [0511/0837], Loss: 1.7980
| VALID SET | Epoch [20/30], Step [0512/0837], Loss: 2.0716
| VALID SET | Epoch [20/30], Step [0513/0837], Loss: 1.9047
| VALID SET | Epoch [20/30], Step [0514/0837], Loss: 1.6669
| VALID SET | Epoch [20/30], Step [0515/0837], Loss: 2.0385
| VALID SET | Epoch [20/30], Step [0516/0837], Loss: 1.9492
| VALID SET | Epoch [20/30], Step [0517/0837], Loss: 1.8933
| VALID SET | Epoch [20/30], Step [0518/0837], Loss: 1.9946
| VALID SET | Epoch [20/30], Step [0519/0837], Loss: 1.8925
| VALID SET | Epoch [20/30], Step [0520/0837], Loss: 1.8894
| VALID SET | Epoch [20/30], Step [0521/0837], Loss: 1.7399
| VALID SET | Epoch [20/30], Step [0522/0837], Loss: 1.9276
| VALID SET | Epoch [20/30], Step [0523/0837], Loss: 1.8499
| VALID SET | Epoch [20/30], Step [0524/0837], Loss: 1.9301
| VALID SET | Epoch [20/30], Step [0525/0837], Loss: 1.6604
| VALID SET | Epoch [20/30], Step [0526/0837], Loss: 1.7244
| VALID SET | Epoch [20/30], Step [0527/0837], Loss: 1.6827
| VALID SET | Epoch [20/30], Step [0528/0837], Loss: 1.8637
| VALID SET | Epoch [20/30], Step [0529/0837], Loss: 1.9990
| VALID SET | Epoch [20/30], Step [0530/0837], Loss: 1.7658
| VALID SET | Epoch [20/30], Step [0531/0837], Loss: 2.1405
| VALID SET | Epoch [20/30], Step [0532/0837], Loss: 2.0345
| VALID SET | Epoch [20/30], Step [0533/0837], Loss: 1.8424
| VALID SET | Epoch [20/30], Step [0534/0837], Loss: 2.0224
| VALID SET | Epoch [20/30], Step [0535/0837], Loss: 2.0848
| VALID SET | Epoch [20/30], Step [0536/0837], Loss: 1.9164
| VALID SET | Epoch [20/30], Step [0537/0837], Loss: 1.7200
| VALID SET | Epoch [20/30], Step [0538/0837], Loss: 1.8450
| VALID SET | Epoch [20/30], Step [0539/0837], Loss: 2.0046
| VALID SET | Epoch [20/30], Step [0540/0837], Loss: 1.9975
| VALID SET | Epoch [20/30], Step [0541/0837], Loss: 2.2006
| VALID SET | Epoch [20/30], Step [0542/0837], Loss: 2.3262
| VALID SET | Epoch [20/30], Step [0543/0837], Loss: 1.8098
| VALID SET | Epoch [20/30], Step [0544/0837], Loss: 1.7868
| VALID SET | Epoch [20/30], Step [0545/0837], Loss: 1.8573
| VALID SET | Epoch [20/30], Step [0546/0837], Loss: 1.9584
| VALID SET | Epoch [20/30], Step [0547/0837], Loss: 2.0195
| VALID SET | Epoch [20/30], Step [0548/0837], Loss: 1.9772
| VALID SET | Epoch [20/30], Step [0549/0837], Loss: 1.8198
| VALID SET | Epoch [20/30], Step [0550/0837], Loss: 1.6364
| VALID SET | Epoch [20/30], Step [0551/0837], Loss: 2.0787
| VALID SET | Epoch [20/30], Step [0552/0837], Loss: 2.0411
| VALID SET | Epoch [20/30], Step [0553/0837], Loss: 1.8032
| VALID SET | Epoch [20/30], Step [0554/0837], Loss: 1.9117
| VALID SET | Epoch [20/30], Step [0555/0837], Loss: 1.9601
| VALID SET | Epoch [20/30], Step [0556/0837], Loss: 1.9184
| VALID SET | Epoch [20/30], Step [0557/0837], Loss: 1.5296
| VALID SET | Epoch [20/30], Step [0558/0837], Loss: 1.8822
| VALID SET | Epoch [20/30], Step [0559/0837], Loss: 2.1470
| VALID SET | Epoch [20/30], Step [0560/0837], Loss: 1.9564
| VALID SET | Epoch [20/30], Step [0561/0837], Loss: 2.0098
| VALID SET | Epoch [20/30], Step [0562/0837], Loss: 2.0591
| VALID SET | Epoch [20/30], Step [0563/0837], Loss: 1.8780
| VALID SET | Epoch [20/30], Step [0564/0837], Loss: 2.1818
